100398,112269
130363,38520
138430,130077
47169,139827
132315,103520
112000,6622
110825,148850
48015,125525
42987,142865
48230,55765
36323,80543
2657,63833
146181,31688
71519,116485
22217,22062
14663,14249
16121,86181
45064,34075
52089,9265
49571,88604
11025,123113
9281,86556
128429,28533
100023,101589
105280,46322
72255,26036
130400,27195
60627,98949
34253,57987
54012,96616
130839,133607
4219,138502
39245,141104
91529,65807
76240,117979
10442,106558
119633,111931
72862,9773
71910,96265
5678,16160
83610,11196
94754,22191
107573,49688
132173,66057
14215,3482
113950,138602
118472,65687
46509,104144
112184,31289
112011,57828
93942,43016
95108,57238
128617,50558
11768,111461
82997,2726
78335,85869
107708,127317
126058,77749
61910,28677
40258,26928
58292,135694
6300,79773
33616,77989
24328,62807
74248,51147
223,85061
125502,116996
121958,137378
116086,58690
53187,4204
45843,74075
147804,57865
73522,90066
114651,105605
13348,73161
129642,118535
13819,84661
84303,59536
25691,73773
86955,45861
36877,95356
111780,71481
30432,62280
87440,20416
4238,106535
94862,30673
15899,56949
8287,85826
129916,129245
109111,72290
30565,47849
43843,115105
62279,148732
149970,30444
12101,71058
29735,87920
94216,141632
86595,49953
56456,112361
136490,119728
48702,141353
69667,123022
131361,5083
6537,97044
142953,104296
79268,102411
89254,128652
16386,50560
88294,57980
92233,57010
44621,30715
103550,33803
28342,51198
5272,72825
133268,123297
63538,59713
30032,35132
97631,98734
108200,117842
117730,103740
138999,109004
50195,80506
130579,94545
37333,89222
24810,49543
121983,53710
118367,46704
107512,66483
97643,4970
688,141383
64419,90092
99050,83381
21746,911
100683,145773
90388,85171
58490,82631
52816,14311
115649,9690
55738,61027
121523,58512
80142,94465
69276,108925
50107,125990
49895,131813
122863,73547
3754,39966
119454,41892
77056,92495
136246,10754
96477,21235
133050,100627
59984,57385
32866,94434
136077,112521
106425,34224
116001,969
86149,54560
101404,136836
24645,113893
21262,71171
56857,93632
56415,53384
131586,116621
112888,148615
78018,1258
107785,50537
87960,45607
90089,139337
113034,68863
27766,93774
146047,140719
124244,13026
43399,59256
80021,142993
64463,28529
41126,92680
43491,23020
89857,79126
25389,30813
116998,9994
1524,144166
59381,133091
68638,34951
17972,1365
65855,100714
58237,130808
6236,128723
70701,44886
95237,7469
144176,100637
61675,105998
104875,88566
122708,10792
96020,42781
134147,88161
98942,42209
15675,90396
2445,124361
101259,352
121174,69180
86234,1424
103271,17791
19354,138449
111312,129091
24678,60438
51276,76371
144424,131137
38833,35996
73580,109802
25437,113195
103553,114222
11828,29919
108596,57727
5884,57639
99735,84495
128703,59832
11468,67348
3778,133811
9389,132335
46268,35457
113546,115230
102250,103607
41512,28445
50953,2300
119054,5940
125998,5485
69215,64318
25588,106799
136732,21454
119793,66499
90547,23247
72856,72944
125491,145659
86661,120560
37215,140851
67590,118242
5610,146774
73962,26553
69510,47241
64001,31904
55444,30491
112778,64635
61835,47532
102833,139659
12615,44331
20050,45920
61655,77976
105293,103820
142529,99788
92816,83876
118024,95860
107312,140771
131147,4437
149997,84497
111527,99214
73316,74053
137139,129635
99513,9222
45446,11887
141210,91442
11250,113484
54977,80293
143519,37001
85644,39842
27993,60539
54145,94982
33246,97914
83312,122101
15457,76600
142954,90265
58419,129689
45095,101711
85848,7314
38554,58219
108041,30151
117468,146752
62637,37426
94191,27967
36599,127205
132249,85936
131464,48195
90043,73702
67414,22333
23262,116297
123480,17888
137562,63497
132925,20204
110583,78986
36604,133357
140469,90231
100791,129748
74436,80086
115227,33911
96132,79854
43204,101583
65709,110970
39673,36181
126115,54114
139751,57878
82396,81030
83242,76985
98839,87044
18911,45410
96239,73602
17697,118750
46423,3773
127434,139453
837,24469
114388,2571
124656,53190
127619,62622
36006,138683
9098,35447
66528,120035
40198,133409
137615,64187
62606,29130
111148,59382
137798,59135
2495,90167
42770,112722
27685,1969
105901,59171
9795,15388
90567,29076
94508,102599
46428,47427
45855,17071
66192,4912
103387,15765
289,35512
28434,30994
69754,17828
81286,138965
129906,9664
16549,3615
109392,41626
38873,17349
43004,144244
56569,85701
123858,15793
148371,137373
51887,60884
49021,68197
59131,105084
72655,113535
43025,112994
27177,35693
73555,7776
73310,108183
25209,146967
63160,91853
54711,86740
73635,71291
139435,34206
78620,69791
7424,146329
48925,136630
98407,86090
126152,27702
109559,88581
62301,49845
62596,61330
46143,119485
91343,132765
143172,136777
107127,48390
104014,107619
127893,97765
32103,106357
89427,84123
88381,139939
124217,86483
5006,83066
85727,66964
67466,46540
66378,112515
52710,133353
97840,97518
9449,144327
67310,63664
10912,59364
131754,124204
105770,31403
103706,135375
7979,117934
80983,53379
56135,6535
15252,8553
107830,24215
66790,83421
28526,95881
69709,102702
90474,50244
12246,145573
148505,140422
42409,50023
71944,23881
106693,47335
25056,43070
15932,5688
44753,85673
32187,26673
5808,78002
51384,107495
104701,7385
53812,36810
75328,114123
102150,126772
50128,23870
125238,103910
139142,73477
107115,88507
20186,15329
41452,92458
99184,94109
99710,64992
86776,44875
100813,83637
69428,53289
63636,17006
110018,65285
34867,134934
21379,138775
3323,10427
16666,27176
149554,128669
98388,75822
32436,104668
20610,76742
94098,117258
139969,115893
43838,111879
113919,28000
59015,30152
45510,106111
29862,109187
104263,17762
57106,11789
107680,39149
11345,81384
127286,140573
61582,51877
24955,147653
133686,146380
92090,13407
13579,46029
32584,139230
128283,51696
136418,89146
128965,43941
22998,122570
86489,125551
133988,62915
126501,22280
123189,76865
43653,60466
53553,97747
104305,120729
90016,17969
135554,114163
12163,129861
92588,137146
105637,121363
6919,62009
65129,53528
130249,53073
104479,27239
42708,10385
79661,59042
53937,79680
56839,97083
107993,130510
1688,19873
43404,42932
64896,135286
122238,17507
57426,117954
69277,93491
94645,121942
118935,53407
1545,143218
77353,147131
4979,62337
10937,101291
40361,142821
74794,40008
25851,12445
6198,123371
80108,17938
77095,10317
35683,137525
146450,60972
3968,106602
119294,125521
39150,78087
61009,76773
139514,141010
147671,65882
5362,73888
121338,84212
146020,57764
31319,100494
89902,146333
27637,107662
117395,13774
85074,138071
86941,64154
140949,66842
17591,84763
54040,57134
58826,121384
603,73735
86694,137695
86082,19789
12341,60544
90213,81163
68331,117962
15042,62001
60889,98718
71167,23504
115548,28709
96815,834
133830,149716
126612,77464
93285,122858
88318,91280
105732,53703
141308,145578
148868,11678
129303,130021
136677,46270
57917,75648
100293,37829
124377,91456
61280,43931
34377,11976
53569,2777
66654,134426
141160,117910
46248,148108
137822,69926
47974,43209
45495,42529
79600,147609
75923,125362
45262,29550
4907,70655
36152,27136
125659,86466
48383,111226
101382,120803
35047,97469
52590,12294
18872,83604
4670,130875
139627,66421
79236,145951
40236,45256
4029,147919
129214,66491
77877,69633
13249,133256
132137,25863
36170,146934
143972,3187
38144,40272
80009,53018
33085,132505
6476,93731
19440,42307
37734,142916
60253,95586
30863,84020
94985,16408
7347,89880
40698,94150
145218,102893
34519,15376
25113,100198
111350,89304
78297,69084
76375,39263
95035,14342
49606,23952
2822,78520
46476,140950
112279,132176
8901,8720
137475,136699
73644,10516
54676,85484
71347,81762
13694,106974
12650,38219
15626,93188
14983,66142
48323,132734
33281,77678
144648,9068
90573,80786
36441,43914
19162,83989
46038,89290
93427,47101
8208,55807
51840,108532
133695,126071
106661,130807
32946,101090
11399,28743
42195,12497
67405,52212
115737,20665
123240,26315
30435,76039
52266,29278
113413,38708
59345,61014
133347,60916
112670,24438
13838,142725
56062,59054
35081,11087
110334,86017
128441,43921
77813,50114
87806,135972
139268,105145
31620,77720
146044,79914
106010,129256
84641,114851
130848,7465
35977,32503
14820,124617
132766,109068
86384,119524
139296,13338
147967,91213
148489,65539
103633,67291
22590,51131
72999,99162
75849,55257
49805,80882
126107,119480
107509,75629
65028,18631
68519,140671
28859,71955
145881,66043
18637,149170
84260,46314
80338,41866
18580,55676
134890,4522
140271,117769
134580,98558
131409,71633
12601,119823
78403,137974
4241,147223
17041,10372
13225,100860
88661,116241
40447,80615
33953,40247
16228,61441
59390,98252
142468,48718
43960,33872
3888,60584
99976,43115
21364,111691
1872,12541
74341,7854
28983,59795
134589,91627
95812,26720
43684,95324
130329,33888
52529,101297
56623,79645
15368,145981
131242,122674
6061,114700
87318,98332
105983,77925
120865,83540
6042,78597
107885,42345
66827,109586
148473,105827
145275,2574
117161,40593
35955,101103
88914,43755
71748,38250
29775,71637
141511,110896
1242,2968
131499,116696
147333,50808
141050,131711
41243,87433
106626,113233
99345,87457
37021,2260
17521,44692
62965,84868
131071,23140
88332,104861
6917,28636
148885,112317
14260,42754
49015,68941
106007,35766
72165,42696
55894,99247
106471,19168
122814,5533
145156,69911
132663,53870
4288,56218
128298,36754
113325,21358
138943,22881
121161,70099
98050,17613
111308,36229
114232,122100
104558,7732
37686,77967
65952,1169
49619,44635
90709,83086
110484,19999
95407,73452
37819,127029
792,98994
133387,112552
26264,29304
121717,13214
112647,94966
29143,145456
113897,78321
137752,1451
130924,9385
49791,31775
123590,87929
40067,82096
41020,109449
122975,68281
131076,119218
18084,86122
136604,144654
8645,35945
123545,42297
62140,47245
35832,9865
24379,148376
25906,133911
102653,118239
124533,65781
38780,142194
125837,146320
120756,142856
6668,133471
36246,121801
42184,24173
54803,120349
58262,82968
123666,52063
114242,147292
23445,68103
42594,57617
75700,144916
76304,99885
96381,4634
100980,109576
53475,9838
87907,119780
52564,15560
121849,17181
106484,9794
131634,143237
76843,73863
63811,22815
46376,124579
90682,110619
45482,135392
91440,18590
49445,55804
78793,70964
40664,19855
86231,44593
41496,110840
94003,11858
31611,99520
146705,23787
78859,100536
14624,101810
53320,92084
70325,54657
47373,112409
12881,90889
109742,94270
135151,129919
110830,115342
142739,21176
118337,86555
54220,81301
38531,4211
46267,23499
99234,42266
96895,123491
81357,73675
7454,108051
58213,97589
17135,127817
127787,72225
83855,81234
123511,135991
127307,138607
128295,6940
80750,36615
37216,102908
19559,148090
41673,17546
21551,22781
41595,85632
129937,134622
82155,133893
3620,127438
144668,66932
81174,134864
12184,98424
122961,71023
2212,107304
13164,4879
73040,40512
116371,110089
139413,85491
33792,19148
25895,144335
120778,22770
4362,106819
32091,42162
38447,90223
116816,121023
97629,6422
53927,29990
32295,115855
94380,36207
27921,28585
27103,18382
19338,15379
9100,74957
12461,104874
118808,10077
127245,94049
133690,37179
42079,52415
71057,110642
54604,108700
40811,104955
71159,67848
99273,132690
128008,15945
27837,115827
59115,50475
123820,36516
104836,44610
107594,132066
96583,142317
17511,92740
36842,73859
17605,50140
97959,112445
107980,57475
104105,74458
73882,112762
74158,101448
131593,68217
76935,30002
83347,146484
95592,56155
5870,40534
35581,78320
43320,54425
51021,36221
20677,5797
3142,134858
50213,36172
82786,89881
50557,39807
86425,41099
56962,24262
146841,106125
114635,23743
6939,105246
106562,136396
54611,20562
65309,6448
78708,121116
133691,6241
65540,61088
102067,51831
112920,71412
122787,98766
36016,103977
19767,6513
119804,82165
147703,109176
64214,74408
8039,68721
71614,19009
130424,9721
32797,61531
87051,56234
69719,56095
31238,78660
36074,133300
64309,41179
109464,923
86496,57151
6119,108002
63215,19990
122501,110293
22645,111941
132289,145865
108098,69581
25454,142476
132603,107238
109923,132543
89251,142710
13657,61333
17262,28967
60435,97339
55501,67301
149253,103600
112696,120797
102033,10844
58462,22482
107521,85716
36148,138356
93053,112890
61555,149968
55763,42850
8303,84047
43834,146910
130356,109877
40101,113237
848,121793
30902,11069
98540,15887
68013,56913
97441,80366
139085,72036
145331,54435
44961,139652
119158,114791
16459,63632
23119,33928
76597,1399
25757,27827
21871,107590
39088,127403
65851,118318
112131,43417
11364,62945
142803,26523
92283,579
66748,22089
39741,9638
84971,30001
130557,125492
70870,118105
33842,116644
70134,48006
78989,24856
15743,58491
1810,46768
148298,114278
71340,14383
124430,43910
37894,116514
68973,93911
112466,14791
38581,4306
105909,9521
34584,45309
137088,63481
104128,94974
103589,25377
38042,80296
71998,61988
83011,133863
20861,43583
94354,35623
116480,36149
58090,35729
846,68648
27851,118123
121826,138987
29684,120836
42385,47531
42304,83034
82340,93812
101594,70172
47892,56657
110649,4076
64564,78984
32962,23534
39377,131369
103575,87771
91221,1075
49457,26520
6786,109719
122035,146763
92264,110316
60797,81800
87645,28288
63537,12309
24822,65586
78909,52705
33148,121119
13935,117788
15749,49281
93060,119383
22320,46318
145263,318
19085,51186
118235,18770
140945,123751
115030,72150
65554,149783
10712,99401
16840,115236
103999,9907
64083,107249
117215,35418
30999,29813
20812,148821
99560,111209
11695,97994
38644,124935
120595,110735
22827,85927
107759,133601
2313,141208
19479,146378
3706,11549
109011,40738
102609,146741
118802,69502
79533,43982
93790,118649
142291,119235
129177,93272
103207,29010
475,116368
26126,79112
56381,148989
14358,68168
20515,30897
139262,133025
41007,124978
27530,133436
122441,137161
125964,80287
119801,4072
16111,96912
99997,74266
16547,28312
80485,48025
43375,105041
105895,54906
24476,135776
34165,82143
6131,108224
126566,29313
45235,23552
10959,130607
69653,135472
102554,44583
42126,254
91159,89240
81748,43001
95576,144076
58646,103098
70667,3054
78199,35708
147936,28138
74752,102345
14052,116148
38791,56265
123564,131192
61591,114645
141197,117370
149576,99774
37266,69103
75419,46224
148477,76784
87656,140615
82141,35975
87157,70018
139538,39790
59879,21607
88032,102047
6790,59621
29762,48514
87057,54461
119832,26515
145857,76340
59308,21500
11807,92294
116014,5986
18847,127353
6170,2702
107907,106121
78430,130761
100519,21469
45670,123015
1602,140884
26474,124150
14551,138237
28511,8082
101225,103595
62714,54143
103064,10255
23498,11339
29946,59250
102629,73366
96014,101530
145810,38122
131217,142570
39157,32204
96152,49156
136815,58089
62979,38814
138037,143635
19581,75758
100274,67270
52395,40561
108967,37244
60338,78491
29283,7492
21210,78302
97582,149293
15175,94841
75742,77023
108846,39662
31628,104820
99929,29590
11964,3259
4939,4210
123420,95847
126943,36243
59163,99093
1560,12654
101512,87430
85077,89633
15690,133400
38992,120464
93251,121939
72006,137240
3079,126094
39175,89818
140363,147037
35404,83116
104190,35711
110063,119000
35480,92210
3194,4341
19373,123732
92545,142162
111605,74777
133168,111421
136546,40998
15799,90059
20421,99909
83912,44159
79845,98458
88000,114567
97326,63754
112334,34568
123594,9546
145115,77098
147921,31133
45728,57222
75414,135176
14578,16985
84157,134730
114555,25662
27752,12943
76838,109329
37477,143529
93022,42616
72373,99616
28325,37040
16757,149240
62991,20987
45168,20469
135420,683
116896,80548
81776,114615
100666,40492
132021,36890
89514,99711
4579,116201
91681,4153
142426,100607
135451,109368
120502,40585
140086,37673
129224,66122
54214,62303
2812,32433
59750,37043
100507,148340
130252,115743
126921,115601
91209,93534
102106,19970
67732,59575
50591,82984
132380,123380
121483,49389
16700,91977
674,53220
13236,128088
96686,118113
65119,33864
72158,73662
23467,20409
142034,85814
29694,78442
109109,74208
24223,88979
59864,45587
7857,125274
40722,8625
56355,26207
5051,50314
149931,132686
53543,137443
33645,51188
23414,95178
33473,5003
63374,39195
57465,60501
135362,102034
66846,54737
108616,18739
105835,8350
110874,111356
119867,38124
62889,31221
47154,65852
85556,110513
32975,129697
18866,18978
132497,63456
44487,89548
66390,73055
78427,62231
91618,2612
102631,38727
735,7792
3692,66785
104923,31362
144529,138587
126828,65343
45778,90688
127101,64132
106185,48408
147061,50994
41387,60993
46914,35296
144351,119946
14480,28673
100133,99686
19343,94297
126615,92549
20295,35124
30457,20871
22767,10280
98070,140612
132419,38557
129195,139763
89239,144254
124947,125128
18995,29538
69475,127352
132119,124611
64135,115508
29431,63072
102172,85513
32369,122295
138872,83177
84118,115434
127545,18871
27243,101925
148592,131339
35024,146573
146882,27823
6059,46934
121203,91915
128330,61292
31909,4405
70957,125137
122395,42406
23024,60053
119936,83919
127596,65508
101449,128169
105846,49435
62187,55755
109526,99603
84884,44739
26312,94446
108029,76647
144972,123725
118852,125374
35858,4085
1476,27343
66512,148773
114257,82122
98939,86462
103835,22736
145501,37505
123230,91286
79604,125292
86474,3921
35940,38265
85069,102853
50070,41316
33898,16008
140740,25785
19830,17450
100718,34486
119132,85816
92754,62322
106630,16449
117326,258
56725,126070
31802,84363
102344,30252
11398,42977
60835,80552
32546,84467
45140,56244
6089,76116
2056,141496
17831,54988
88889,113622
86398,1991
102694,136948
79770,84445
78193,28522
85630,140557
121886,12087
58429,40383
22299,82579
87479,41692
1811,90929
132823,102516
119784,43946
120829,82448
123322,65334
52357,55054
14033,21711
45156,65614
30318,142705
31986,124319
95533,20715
38139,42056
90441,62389
78960,63984
139795,61589
45151,139414
132811,129756
32759,116116
76604,111357
87006,109624
8630,128000
9363,128006
94222,14087
51740,3398
134235,70331
8445,93064
27712,102394
118761,37589
134078,108634
11439,22397
118980,140068
133392,17599
60327,76506
72791,57906
118797,53627
49049,22989
70213,77581
85502,73188
83863,127159
123966,9737
295,144404
68753,44392
125516,69094
36392,137357
111170,117453
129250,39276
49111,7497
1848,149907
44786,117840
16135,130246
34915,19282
60703,144453
133440,145448
14451,22180
669,24010
64568,4706
69815,104061
1871,86943
100901,57695
91865,117220
116557,144777
67415,99131
39560,98551
116232,38890
121512,2398
26557,117451
71240,133495
92212,4103
129375,57193
115796,118846
23362,22109
71802,109997
73571,134408
47323,45689
29112,89724
141615,55338
74540,99628
85908,107473
67007,145302
146835,149545
1202,83569
69028,119247
20680,79921
53028,38773
93486,141635
112856,74521
139896,138376
115919,91297
116936,30386
127378,132410
149087,97957
52980,143109
32953,85507
147456,56467
47451,148381
119998,92046
36456,99311
106820,50253
84077,42099
49385,145871
37171,109936
126357,105520
15657,44962
36847,38527
745,120312
78135,24377
116553,144172
111003,17929
39117,118422
53014,29362
13193,98378
98690,133246
105860,4778
32407,89574
41150,54624
42320,116974
120540,19947
10896,10153
20832,50539
66879,59318
3629,111610
101088,2166
105090,78914
47618,3371
30889,88206
124479,50324
34904,136842
131795,42996
6175,81271
122714,3204
140869,41302
133948,23490
14937,143523
141495,41021
58850,19139
149486,58380
83696,82581
32738,2325
45556,79462
64247,400
70876,129654
68885,106259
86023,93502
105526,34804
81725,141618
20212,5320
65325,82652
147746,11269
93068,62605
7341,122433
81375,6104
95459,82827
54571,125689
22558,43900
28221,140260
126158,106443
147612,87086
142350,28562
21482,67735
63442,96101
82837,93366
28247,110401
17801,134233
85697,46520
20389,42370
24602,143113
61329,24193
100384,100381
64496,135116
60378,124856
64446,45372
96564,27432
143725,9366
15408,95388
128851,10377
2846,45169
57030,66587
35661,88543
107888,56621
39022,126025
89477,96786
123600,68880
136915,45512
125738,93315
140689,79018
65198,126360
47259,99870
61346,78713
13549,28641
38534,46416
51313,133208
145117,113652
53801,70593
94517,79610
8636,13946
95027,32649
24624,13480
71201,34177
135960,142719
24506,68533
41916,33882
18151,135058
136803,14156
1692,15428
82280,10088
122928,130420
56502,57932
7848,121626
148346,115151
133824,97470
18403,103543
133894,127720
102724,19834
73525,62863
22744,47285
11209,104589
46576,45112
141048,110189
39322,66705
75078,90909
100754,149628
127370,74704
71586,62350
126426,104318
110910,107401
87431,26487
41120,88063
128907,136871
96166,17531
122633,59307
102796,108469
85928,146747
78965,57256
140294,67770
36076,66495
28737,121723
118365,12760
19554,30095
29992,53590
10771,52836
108762,132037
24583,131737
84251,87690
132726,134947
11926,122837
100112,114178
130730,2604
108843,32174
96671,8316
26038,87266
64041,143764
19001,97954
22345,28051
145730,102972
142313,31202
35062,44462
100197,138270
44844,108949
14138,146343
121285,43229
77821,40367
99354,48276
95428,110022
66108,121664
136708,26995
125407,65072
76151,125497
55035,69013
65698,128453
111467,141442
122192,131462
37466,88341
87577,107645
24481,69030
72544,82467
132226,132231
118122,21817
84219,83542
141504,53359
89459,114288
107456,20877
30413,145311
17022,139951
135806,147054
130740,62640
131349,64689
138427,2892
14361,9705
142417,128055
107776,54667
81760,9286
47654,69716
144467,103419
28280,35664
129631,117592
91100,104299
6740,143939
133884,85403
13019,24610
120956,85352
55397,82042
16296,124183
49747,123071
69481,124299
79263,39644
120309,71075
14996,25902
125597,109055
13938,33119
14764,78075
109152,63044
94719,120948
120091,18585
56983,69596
42122,33114
36568,136916
11310,57161
36619,149660
13450,101784
39657,40405
82777,5311
134952,5170
126981,117953
122530,123686
71375,52621
131698,118207
61463,116083
141414,13340
119477,102941
144058,29663
105538,58984
117884,83790
147069,195
52606,44857
34189,79486
34415,72548
79739,96292
67267,73229
37921,106934
81299,4732
141905,51089
46848,5557
8932,48070
97482,26701
69718,31652
138423,61884
31217,83474
110083,79342
38451,88110
116916,76103
61303,32903
46009,142572
69776,52229
36193,101919
100928,122072
37998,82558
139656,60911
100039,123951
112479,70124
770,107157
25862,147481
48647,111648
135598,148967
54394,40821
102628,115557
141086,9608
129967,80958
17256,128767
146207,80633
103258,59920
113992,125563
114094,83108
16131,113771
115450,1696
81957,46668
109677,75022
69115,51296
111137,148364
135492,101708
97217,126486
124524,52161
147366,136862
84564,95953
102486,122135
141660,92553
148391,149976
60278,46539
23061,26623
1598,12865
65732,83133
72314,65391
118640,114696
133708,140481
65628,95423
83128,135922
50100,17147
42034,17411
119679,9228
121501,61766
112043,16281
37326,91899
57056,50251
102463,44735
10171,35424
86822,122654
103205,119990
129318,62000
4612,95046
72253,53172
85488,27113
134417,33490
59013,146111
57111,93295
77759,97632
22818,19995
142149,84125
137151,19631
121454,42755
27660,143577
121979,33695
60469,95891
146964,458
121914,54893
67130,141260
102705,16813
124337,5757
98908,126499
68112,44262
98305,136964
88983,81884
141029,77432
87905,71296
95852,141445
36775,56122
37845,47996
22090,112041
33772,14618
103442,106344
96994,116826
127908,1540
22129,105633
55860,117248
141098,76117
124332,94373
116671,139157
71690,123478
91098,128198
59615,109084
124042,9399
6946,71338
100881,132072
35688,101762
94948,145262
91870,28307
15145,63623
27604,125086
136527,90921
117303,83097
16745,60044
34805,59677
124110,105733
6926,125243
57568,32660
77815,128231
134479,43759
85708,19410
148479,81225
122231,77512
81432,49733
45975,62653
26262,121426
139269,75917
97370,106086
91835,28730
47237,58015
133423,81464
2377,81823
111581,39682
94708,86635
32855,78830
62115,147380
54680,49604
146570,55586
78940,27859
101244,141885
141800,44454
41004,119116
114155,75444
66789,6187
71959,5062
114097,95642
103512,101261
47497,115200
119559,99839
123093,97649
140414,70515
